CITY,NAME,STATE,COUNTY,ZIP
GRAND HAVEN,3,MI,OTTAWA,49417
GRAND ISLAND,5,NE,HALL,[68803 68801]
GRAND JUNCTION,8,['CO' 'TN'],['MESA' 'HARDEMAN'],[81506 81501 81504 38039]
GRAND LEDGE,1,MI,EATON,48837
GRAND PRAIRIE,3,TX,['DALLAS' 'TARRANT'],[75050 75054]
GRAND RAPIDS,37,['MI' 'MN'],['KENT' 'ITASCA'],[49503 49534 49506 49504 49505 49546 49548 49525 49509 55744 49544]
GRAND RONDE,1,OR,POLK,97347
GRAND SLAINE,1,TX,VAN ZANDT,75140
GRAND TERRACE,1,CA,SAN BERNARDINO,92313
GRAND VALLEY,1,PA,WARREN,16420
GRANDVIEW,4,['MO' 'WA'],['JACKSON' 'YAKIMA'],[64030 98930]
GRANDVILLE,3,MI,KENT,49418
GRANGER,5,['IN' 'IA'],['ST. JOSEPH' 'DALLAS'],[46530 50109]
GRANGEVILLE,1,ID,IDAHO,83530
GRANITE BAY,1,CA,PLACER,95746
GRANITE CITY,5,IL,MADISON,62040
GRANT,2,['MI' 'NE'],['NEWAYGO' 'PERKINS'],[49327 69140]
GRANTON,2,WI,CLARK,54436
GRANTS,1,NM,CIBOLA,87020
GRANTS PASS,6,OR,JOSEPHINE,[97526 97527]
GRANTSBORO,1,NC,PAMLICO,28529
GRANTSVILLE,1,MD,GARRETT,21536
GRANVILLE,4,['IA' 'OH'],['SIOUX' 'LICKING'],[51022 43023]
GRAPEVINE,3,TX,TARRANT,76051
GRASS LAKE,1,MI,WASHTENAW,49240
GRASS VALLEY,3,CA,NEVADA,[95945 95949]
GRATON,1,CA,SONOMA,95444
GRATZ,1,PA,DAUPHIN,17030
GRAVETTE,1,AR,BENTON,72736
GRAY,2,['GA' 'TN'],['JONES' 'WASHINGTON'],[31032 37615]
GRAYLING,1,MI,CRAWFORD,49738
GRAYSLAKE,6,IL,LAKE,60030
GRAYSON,2,GA,GWINNETT,30017
GREAT BARRINGTON,4,MA,BERKSHIRE,1230
GREAT BEND,3,KS,BARTON,67530
GREAT FALLS,12,['VA' 'MT'],['FAIRFAX' 'CASCADE'],[22066 59401 59405 59404]
GREAT MILLS,1,MD,ST. MARY'S,20634
GREAT NECK,4,NY,NASSAU,[11020 11021 11024]
GREELEY,5,CO,WELD,[80634 80631]
GREEN BANK,1,WV,POCAHONTAS,24944
GREEN BAY,21,WI,BROWN,[54303 54311 54304 54302 54301 54313]
GREEN COVE SPRINGS,3,FL,CLAY,32043
GREEN LAKE,1,WI,GREEN LAKE,54941
GREEN RIVER,1,WY,SWEETWATER,82935
GREENACRES,2,FL,PALM BEACH,33463
GREENBANK,1,WV,POCAHONTAS,24944
GREENBELT,1,MD,PRINCE GEORGE'S,20771
GREENBRIER,1,TN,ROBERTSON,37073
GREENCASTLE,4,['PA' 'IN'],['FRANKLIN' 'PUTNAM'],[17225 46135]
GREENDALE,3,WI,MILWAUKEE,53129
GREENE,1,NY,BROOME,13778
GREENEVILLE,5,TN,GREENE,[37743 37745]
GREENFIELD,8,['IN' 'MA' 'NH' 'WI'],['HANCOCK' 'FRANKLIN' 'HILLSBOROUGH' 'MILWAUKEE'],[46140  1301  3047 53221 53228]
GREENLEAF,3,['WI' 'ID'],['BROWN' 'CANYON'],[54126 83626]
GREENS FARMS,1,CT,FAIRFIELD,6838
GREENS FORK,1,IN,WAYNE,47345
GREENSBORO,19,['NC' 'AL'],['GUILFORD' 'HALE'],[27406 27410 36744 27455 27403 27409 27408 27405 27401]
GREENSBURG,12,['PA' 'IN'],['WESTMORELAND' 'DECATUR'],[15601 47240]
GREENVILLE,62,['NC' 'SC' 'KY' 'AL' 'MS' 'MI' 'OH' 'TX' 'RI' 'WI' 'FL' 'PA'],"['PITT' 'GREENVILLE' 'MUHLENBERG' 'BUTLER' 'WASHINGTON' 'MONTCALM' 'DARKE'
 'HUNT' 'PROVIDENCE' 'OUTAGAMIE' 'MADISON' 'CRAWFORD' 'MERCER']","[27858 29611 29601 29615 42345 36037 38701 38703 48838 27834 45331 75402
  2828 29614 29617 29609 29605 29607 54942 32331 16125]"
GREENWALD,1,MN,STEARNS,56335
GREENWELL SPRINGS,1,LA,EAST BATON ROUGE,70739
GREENWICH,11,['CT' 'NY'],['FAIRFIELD' 'WASHINGTON'],[ 6830  6831 12834]
GREENWOOD,21,['WI' 'DE' 'IN' 'MS' 'SC'],['CLARK' 'SUSSEX' 'JOHNSON' 'LEFLORE' 'GREENWOOD'],[54437 19950 46143 38930 29649 46142 29646]
GREENWOOD VILLAGE,3,CO,ARAPAHOE,[80111 80121]
GREER,2,SC,GREENVILLE,29650
GRENADA,1,MS,GRENADA,38901
GRESHAM,8,OR,MULTNOMAH,[97080 97033 97030]
GRETNA,6,LA,JEFFERSON,[70056 70053]
GRIFFIN,8,GA,SPALDING,[30223 30224]
GRIFFITH,2,IN,LAKE,46319
GRIFTON,1,NC,CRAVEN,28530
GRINNELL,1,IA,POWESHIEK,50112
GROSSE ILE,1,MI,WAYNE,48183
GROSSE POINTE FARMS,2,MI,WAYNE,48236
GROSSE POINTE PARK,1,MI,WAYNE,48230
GROSSE POINTE WOODS,2,MI,WAYNE,48236
GROTON,9,['CT' 'NY' 'MA'],['NEW LONDON' 'CAYUGA' 'MIDDLESEX'],[ 6340 13092  1450]
GROVE CITY,6,['MN' 'OH' 'PA'],['MEEKER' 'FRANKLIN' 'MERCER'],[56243 43123 16127]
GROVE HILL,1,AL,CLARKE,36451
GROVELAND,1,FL,LAKE,34736
GROVEPORT,1,OH,FRANKLIN,43125
GROVER BEACH,1,CA,SAN LUIS OBISPO,93433
GROVES,1,TX,JEFFERSON,77619
GROVESPRING,1,MO,WRIGHT,65662
GROVETOWN,4,GA,['COLUMBIA' 'RICHMOND'],30813
GRUETLI LAAGER,1,TN,GRUNDY,37339
GRUNDY,1,VA,BUCHANAN,24614
GUEYDAN,1,LA,VERMILION,70542
GUILFORD,1,IN,DEARBORN,47022
GUIN,1,AL,MARION,35563
GULF BREEZE,3,FL,SANTA ROSA,32563
GULF STREAM,1,FL,PALM BEACH,33483
GULFPORT,7,['MS' 'FL'],['HARRISON' 'PINELLAS'],[39501 33707 39503 39507]
GURNEE,4,IL,LAKE,60031
GUSTINE,1,CA,MERCED,95322
GUTHRIE,2,['KY' 'OK'],['TODD' 'LOGAN'],[42234 73044]
GUTTENBERG,1,IA,CLAYTON,52052
GUYMON,2,OK,TEXAS,73942
GUYS MILLS,3,PA,CRAWFORD,16327
GWYNEDD VALLEY,1,PA,MONTGOMERY,19437
GYPSY,1,WV,HARRISON,26361
HACIENDA HEIGHTS,4,CA,LOS ANGELES,91745
HACKENSACK,4,NJ,BERGEN,7601
HACKETTSTOWN,6,NJ,['MORRIS' 'WARREN'],7840
HADAR,1,NE,MADISON,68738
HADDON HEIGHTS,3,NJ,CAMDEN,8035
HADDONFIELD,6,NJ,CAMDEN,8033
HADLEY,2,['MA' 'NY'],['HAMPSHIRE' 'SARATOGA'],[ 1035 12835]
HAGER HILL,1,KY,JOHNSON,41222
HAGERSTOWN,21,MD,WASHINGTON,[21740 21742]
HAHIRA,1,GA,LOWNDES,31632
HAIKU,2,HI,MAUI,96708
HAIKU HI,1,HI,MAUI,96753
HAILEY,1,ID,BLAINE,83333
HAINES CITY,4,FL,POLK,33844
HAINESPORT,3,NJ,BURLINGTON,8036
HALE,1,MI,IOSCO,48739
HALEIWA,1,HI,HONOLULU,96712
HALES CORNERS,3,WI,MILWAUKEE,53130
HALETHORPE,1,MD,BALTIMORE,21227
HALETHROPE,1,MD,BALTIMORE,21227
HALF MOON BAY,1,CA,SAN MATEO,94019
HALFMOON,1,NY,SARATOGA,12065
HALIFAX,1,PA,DAUPHIN,17032
HALLANDALE,1,FL,BROWARD,33009
HALLANDALE BEACH,3,FL,BROWARD,33009
HALLETTSVILLE,1,TX,LAVACA,77964
HALSEY,1,OR,LINN,97348
HALTOM CITY,1,TX,TARRANT,76137
HAM,1,OH,BUTLER,45011
HAMBURG,9,['MN' 'NY' 'NJ' 'PA'],['CARVER' 'ERIE' 'SUSSEX' 'BERKS'],[55339 14075  7419 19526]
HAMDEN,13,['CT' 'OH'],['NEW HAVEN' 'VINTON'],[ 6517  6514 45634  6518]
HAMILTON,22,['NJ' 'OH' 'IN' 'NY' 'MT'],['MERCER' 'BUTLER' 'STEUBEN' 'MADISON' 'RAVALLI'],[ 8610 45011 45013 46742 13346 59840 45015  8690  8629]
HAMILTON SQUARE,1,NJ,MERCER,8690
HAMLET,3,NC,RICHMOND,28345
HAMMOND,11,['IN' 'LA' 'OR'],['LAKE' 'TANGIPAHOA' 'CLATSOP'],[46327 46320 70403 70401 46324 97121]
HAMMONTON,3,NJ,ATLANTIC,8037
HAMPSHIRE,1,IL,KANE,60140
HAMPSTEAD,3,['NH' 'MD'],['ROCKINGHAM' 'CARROLL'],[ 3841 21074]
HAMPTON,19,['VA' 'GA' 'NH' 'NE' 'SC'],['HAMPTON' 'HENRY' 'ROCKINGHAM' 'HAMILTON'],[23669 23670 23666 30228  3842 68843 23663 29924]
HAMPTON FALLS,2,NH,ROCKINGHAM,3844
"HAMPTON,",1,VA,HAMPTON,23666
HAMPTONVILLE,1,NC,YADKIN,27020
HANAHAN,1,SC,BERKELEY,29410
HANCOCK,1,NY,DELAWARE,13783
HANFORD,4,CA,KINGS,93230
HANKINS,1,NY,SULLIVAN,12741
HANNIBAL,3,MO,MARION,63401
HANOVER,10,['MD' 'KS' 'MA' 'PA'],['ANNE ARUNDEL' 'WASHINGTON' 'PLYMOUTH' 'ADAMS' 'YORK'],[21076 66945  2339 17331]
HANOVER PARK,1,IL,DUPAGE,60133
HANSON,1,MA,PLYMOUTH,2341
HAPEVILLE,1,GA,FULTON,30354
HAPPY VALLEY,2,OR,CLACKAMAS,97086
HARAHAN,2,LA,JEFFERSON,70123
HARBOR BEACH,2,MI,HURON,48441
HARBOR CITY,6,CA,LOS ANGELES,90710
HARBOR SPRINGS,1,MI,EMMET,49740
HARBORCREEK,1,PA,ERIE,16421
HARDEEVILLE,1,SC,JASPER,29927
HARDIN,2,['IL' 'MT'],['CALHOUN' 'BIG HORN'],[62047 59034]
HARDINSBURG,2,KY,BRECKINRIDGE,40143
HARDWICK,1,MA,WORCESTER,1037
HARLAN,4,['IA' 'IN'],['SHELBY' 'ALLEN'],[51537 46743]
HARLEM,2,MT,BLAINE,59526
HARLEYSVILLE,4,PA,MONTGOMERY,19438
HARLINGEN,9,TX,CAMERON,[78550 78552]
HARPERSVILLE,1,AL,SHELBY,35078
HARRAH,2,['WA' 'OK'],['YAKIMA' 'OKLAHOMA'],[98933 73045]
HARRELLS,1,NC,SAMPSON,28444
HARRISBURG,31,['PA' 'NC' 'OR'],['DAUPHIN' 'CABARRUS' 'LINN'],[17110 17111 17112 17104 17103 17109 17101 28075 97446]
HARRISON,8,['OH' 'AR' 'ME' 'NJ'],['HAMILTON' 'BOONE' 'OXFORD' 'HUDSON'],[45030 72601  4040  7029]
HARRISONBURG,7,VA,['HARRISONBURG' 'ROCKINGHAM'],[22802 22801]
HARRISONVILLE,3,['PA' 'MO'],['FULTON' 'CASS'],[17228 64701]
HARRISVILLE,3,['PA' 'MS'],['VENANGO' 'SIMPSON'],[16038 39082]
HARROGATE,1,TN,CLAIBORNE,37752
HART,1,MI,OCEANA,49420
HARTFORD,16,['CT' 'WI' 'VT' 'WV'],['HARTFORD' 'WASHINGTON' 'WINDSOR' 'MASON'],[ 6114  6112  6105  6106 53027  5047 25247]
HARTFORD CITY,1,IN,BLACKFORD,47348
HARTINGTON,3,NE,CEDAR,68739
HARTLAND,8,['MI' 'WI' 'ME'],['LIVINGSTON' 'WAUKESHA' 'SOMERSET'],[48353 53029  4943]
HARTLY,1,DE,KENT,19953
HARTSDALE,3,NY,WESTCHESTER,10530
HARTSELLE,1,AL,MORGAN,35640
HARTSHORN,1,MO,TEXAS,65479
HARTSTOWN,1,PA,CRAWFORD,16131
HARTSVILLE,5,SC,DARLINGTON,29550
HARTVILLE,1,OH,STARK,44632
HARTWELL,1,GA,HART,30643
HARVARD,1,IL,MCHENRY,60033
HARVEST,1,AL,MADISON,35749
HARVEY,8,['IL' 'LA'],['COOK' 'JEFFERSON'],[60426 70058]
HARWOOD,1,MD,ANNE ARUNDEL,20776
HASBROUCK HEIGHTS,3,NJ,BERGEN,7604
HASKELL,1,NJ,PASSAIC,7420
HASTINGS,8,['MN' 'MI' 'NE'],['DAKOTA' 'WASHINGTON' 'BARRY' 'ADAMS'],[55033 49058 68901]
HATBORO,1,PA,MONTGOMERY,19040
HATCH,1,NM,DONA ANA,87937
HATFIELD,1,PA,MONTGOMERY,19440
HATTIESBURG,7,MS,['FORREST' 'LAMAR'],[39401 39402]
HAUBSTADT,2,IN,GIBSON,47639
HAVANA,2,FL,GADSDEN,32333
HAVELOCK,1,NC,CRAVEN,28532
HAVERFORD,3,PA,['DELAWARE' 'MONTGOMERY'],19041
HAVERHILL,2,MA,ESSEX,1832
HAVERSTRAW,1,NY,ROCKLAND,10927
HAVERTOWN,8,PA,DELAWARE,19083
HAVRE,1,MT,HILL,59501
HAVRE DE GRACE,2,MD,HARFORD,21078
HAWAIIAN GARDENS,1,CA,LOS ANGELES,90716
HAWESVILLE,1,KY,HANCOCK,42348
HAWI,1,HI,HAWAII,96719
HAWORTH,1,NJ,BERGEN,7641
HAWTHORN WOODS,1,IL,LAKE,60047
HAWTHORNE,10,['CA' 'NY' 'NJ'],['LOS ANGELES' 'WESTCHESTER' 'PASSAIC'],[90250 10532  7506]
HAYDEN,1,ID,KOOTENAI,83835
HAYDEN LAKE,1,ID,KOOTENAI,83835
HAYESVILLE,1,NC,CLAY,28904
HAYMARKET,2,VA,PRINCE WILLIAM,20169
HAYNESVILLE,1,LA,CLAIBORNE,71038
HAYS,4,['KS' 'MT'],['ELLIS' 'BLAINE'],[67601 59527]
HAYSVILLE,1,KS,SEDGWICK,67060
HAYWARD,15,['CA' 'WI'],['ALAMEDA' 'SAWYER'],[94544 94541 94545 54843]
HAZEL CREST,1,IL,COOK,60429
HAZEL GREEN,2,['AL' 'WI'],['MADISON' 'GRANT'],[35750 53811]
HAZELWOOD,2,MO,ST. LOUIS,63042
HAZLET,2,NJ,MONMOUTH,7730
HAZLETON,3,PA,LUZERNE,18201
HEALDSBURG,3,CA,SONOMA,95448
HEARDON,1,VA,FAIRFAX,20171
HEATH,3,['TX' 'OH'],['ROCKWALL' 'LICKING'],[75032 43056]
HEBER CITY,1,UT,WASATCH,84032
HEBER SPRINGS,2,AR,CLEBURNE,72543
HEBRON,3,['IN' 'KY' 'ME'],['PORTER' 'BOONE' 'OXFORD'],[46341 41048  4238]
HEGINS,1,PA,SCHUYLKILL,17938
HEIDELBERG,2,['MS' 'PA'],['JASPER' 'ALLEGHENY'],[39439 15106]
HELENA,8,['AL' 'MT'],['SHELBY' 'LEWIS AND CLARK'],[35080 59601 59602]
HELENVILLE,1,WI,JEFFERSON,53137
HELLERTOWN,1,PA,NORTHAMPTON,18055
HELOTES,1,TX,BEXAR,78023
HEMET,11,CA,RIVERSIDE,[92544 92543]
HEMINGWAY,1,SC,WILLIAMSBURG,29554
HEMLOCK,2,MI,SAGINAW,48626
HEMPSTEAD,5,['NY' 'TX'],['NASSAU' 'WALLER'],[11550 77445]
HENDERSON,25,['NV' 'KY' 'MN' 'NC' 'TX'],['CLARK' 'HENDERSON' 'SIBLEY' 'VANCE' 'RUSK'],[89052 89074 42420 56044 89012 89014 89015 27537 75652 27536]
HENDERSONVILLE,13,['NC' 'TN'],['HENDERSON' 'SUMNER'],[28739 37075 28792 28791]
HENRICO,2,VA,HENRICO,[23294 23231]
HEREFORD,3,['PA' 'TX'],['BERKS' 'DEAF SMITH'],[18056 79045]
HERKIMER,1,NY,HERKIMER,13350
HERMAN,1,PA,BUTLER,16039
HERMANN,1,MO,GASCONADE,65041
HERMINIE,1,PA,WESTMORELAND,15637
HERMISTON,2,OR,UMATILLA,97838
HERMITAGE,2,PA,MERCER,16148
HERMON,1,ME,PENOBSCOT,4401
HERMOSA BEACH,1,CA,LOS ANGELES,90254
HERNANDO,1,MS,DESOTO,38632
HERNDON,14,['VA' 'PA'],['FAIRFAX' 'NORTHUMBERLAND'],[20170 20171 17830]
HERON,2,MT,SANDERS,59844
HERRICK,1,IL,SHELBY,62431
HERRIN,1,IL,WILLIAMSON,62948
HERSHEY,7,PA,DAUPHIN,17033
HESPERIA,4,CA,SAN BERNARDINO,[92345 92344]
"HESPERIA,",1,CA,SAN BERNARDINO,92345
HEUVELTON,5,NY,ST. LAWRENCE,13654
HEWLETT,3,NY,NASSAU,11557
HIALEAH,78,FL,MIAMI-DADE,[33016 33010 33018 33014 33012 33013 33015]
HIALEAH GARDENS,3,FL,MIAMI-DADE,33018
"HIALEAH,",1,FL,MIAMI-DADE,33010
HIAWASSEE,1,GA,TOWNS,30546
HIAWATHA,1,IA,LINN,52233
HIBBING,2,MN,ST. LOUIS,55746
HICKORY,9,['NC' 'KY' 'PA'],['CATAWBA' 'GRAVES' 'WASHINGTON'],[28601 42051 15340]
HICKORY CREEK,1,TX,DENTON,75065
HICKORY HILLS,1,IL,COOK,60457
HICKSVILLE,6,NY,NASSAU,11801
HIGGINSVILLE,2,MO,LAFAYETTE,64037
HIGH POINT,11,NC,['GUILFORD' 'DAVIDSON'],[27262 27265 27260]
HIGH SPRINGS,3,FL,ALACHUA,32643
HIGHBRIDGE,1,WI,ASHLAND,54846
HIGHLAND,8,['CA' 'IN' 'IL'],['SAN BERNARDINO' 'LAKE' 'MADISON'],[92346 46322 62249]
HIGHLAND FALLS,1,NY,ORANGE,10928
HIGHLAND HEIGHTS,1,KY,CAMPBELL,41076
HIGHLAND MILLS,1,NY,ORANGE,10930
HIGHLAND PARK,4,['IL' 'NJ'],['LAKE' 'MIDDLESEX'],[60035  8904]
HIGHLAND VILLAGE,1,TX,DENTON,75077
HIGHLANDS,1,TX,HARRIS,77562
HIGHLANDS RANCH,11,CO,DOUGLAS,[80126 80130 80129]
HIGHTSTOWN,1,NJ,MERCER,8520
HIGHWOOD,1,IL,LAKE,60040
HILBERT,3,WI,CALUMET,[54169 54129]
HILDEBRAN,1,NC,BURKE,28637
HILLCREST HEIGHTS,2,MD,PRINCE GEORGE'S,20748
HILLIARD,5,OH,FRANKLIN,43026
HILLPOINT,2,WI,RICHLAND,53937
HILLS,1,MN,ROCK,56138
HILLSBORO,14,['OH' 'OR' 'MO' 'TX'],['HIGHLAND' 'WASHINGTON' 'JEFFERSON' 'HILL'],[45133 97124 63050 97123 76645]
HILLSBOROUGH,13,['CA' 'NH' 'NJ' 'NC'],['SAN MATEO' 'HILLSBOROUGH' 'SOMERSET' 'ORANGE'],[94010  3244  8844 27278]
HILLSDALE,4,['MI' 'NJ' 'PA' 'OK'],['HILLSDALE' 'BERGEN' 'INDIANA' 'GARFIELD'],[49242  7642 15746 73743]
HILLSIDE,6,['IL' 'NJ'],['COOK' 'UNION'],[60162  7205]
HILLSVILLE,2,VA,CARROLL,24343
HILLTOP,1,WV,FAYETTE,25855
HILLTOWN,1,PA,BUCKS,18927
HILO,4,HI,HAWAII,96720
HILTON,2,NY,MONROE,14468
HILTON HEAD ISLAND,4,SC,BEAUFORT,[29928 29926]
HIMROD,1,NY,YATES,14842
HINCKLEY,1,ME,SOMERSET,4944
HINES,1,IL,COOK,60141
HINESVILLE,3,GA,LIBERTY,31313
HINGHAM,6,MA,PLYMOUTH,2043
HINSDALE,3,IL,['DUPAGE' 'COOK'],60521
HIRAM,2,GA,COBB,30141
HITCHCOCK,1,TX,GALVESTON,77563
HITCHINS,1,KY,CARTER,41146
HIXSON,2,TN,HAMILTON,37343
HOBART,3,IN,LAKE,46342
HOBBS,3,NM,LEA,[88240 88242]
HOBE SOUND,2,FL,MARTIN,33455
HOBGOOD,1,NC,HALIFAX,27843
HOBOKEN,6,NJ,HUDSON,7030
HOCKESSIN,4,DE,NEW CASTLE,19707
HOFFMAN,1,IL,CLINTON,62250
HOFFMAN ESTATES,9,IL,COOK,[60192 60169]
HOHENWALD,2,TN,LEWIS,38462
HOKAH,1,MN,HOUSTON,55941
HOLBROOK,4,['AZ' 'MA'],['NAVAJO' 'NORFOLK'],[86025  2343]
HOLCOMBE,1,WI,CHIPPEWA,54745
HOLDEN,2,MA,WORCESTER,1520
HOLDERNESS,2,NH,GRAFTON,3245
HOLDREGE,1,NE,PHELPS,68949
HOLIDAY,3,FL,PASCO,34690
HOLLAND,14,['MI' 'PA' 'OH'],['OTTAWA' 'ALLEGAN' 'BUCKS' 'LUCAS'],[49423 49424 18966 43528]
HOLLANDALE,1,MN,FREEBORN,56045
HOLLIDAYSBURG,2,PA,BLAIR,16648
HOLLIS,4,['NY' 'NH'],['QUEENS' 'HILLSBOROUGH'],[11423  3049]
HOLLISTER,6,['CA' 'MO'],['SAN BENITO' 'TANEY'],[95023 65672]
HOLLISTON,1,MA,MIDDLESEX,1746
HOLLSOPPLE,1,PA,SOMERSET,15935
HOLLY,1,MI,OAKLAND,48442
HOLLY HILL,3,['FL' 'SC'],['VOLUSIA' 'ORANGEBURG'],[32117 29059]
HOLLY SPRINGS,3,['MS' 'NC'],['MARSHALL' 'WAKE'],[38635 27540]
HOLLYWOOD,27,['FL' 'MD' 'SC'],"['BROWARD' 'MIAMI-DADE' ""ST. MARY'S"" 'CHARLESTON']",[33024 33021 33019 33023 33020 20636 29449]
HOLMDEL,3,NJ,MONMOUTH,7733
HOLMES,1,NY,DUTCHESS,12531
HOLMESVILLE,9,OH,HOLMES,[44633 44663]
HOLT,3,['MO' 'MI'],['CLAY' 'INGHAM'],[64048 48842]
HOLTSVILLE,1,NY,SUFFOLK,11742
HOLTWOOD,3,PA,LANCASTER,17532
HOLUALOA,1,HI,HAWAII,96725
HOLY CROSS,1,IA,DUBUQUE,52053
HOLYOKE,7,MA,HAMPDEN,1040
HOME,1,PA,INDIANA,15747
HOMER CITY,2,PA,INDIANA,15748
HOMER GLEN,2,IL,WILL,60491
HOMERVILLE,2,OH,MEDINA,44235
HOMESTEAD,26,['FL' 'PA'],['MIAMI-DADE' 'ALLEGHENY'],[33030 33033 33032 33031 15120 33034]
HOMETOWN,1,IL,COOK,60456
HOMEWOOD,5,IL,COOK,60430
HONDO,1,TX,MEDINA,78861
HONEY BROOK,12,PA,CHESTER,19344
HONOLULU,46,HI,HONOLULU,[96817 96818 96822 96819 96816 96821 96813 96815 96814]
HOOD RIVER,4,OR,HOOD RIVER,97031
HOOKERTON,1,NC,GREENE,28538
HOOKSETT,4,NH,MERRIMACK,3106
HOOKSTOWN,1,PA,BEAVER,15050
HOOPER,1,NE,WASHINGTON,68031
HOOSICK,1,NY,RENSSELAER,12089
HOOSICK FALLS,1,NY,RENSSELAER,12090
HOOVER,6,AL,['JEFFERSON' 'SHELBY'],[35226 35244 35216]
HOPATCONG,1,NJ,SUSSEX,7843
HOPE,3,['MI' 'AR'],['MIDLAND' 'HEMPSTEAD\xa0\xa0'],[48628 71801]
HOPE HULL,1,AL,MONTGOMERY,36043
HOPEDALE,1,IL,TAZEWELL,61747
HOPEWELL,4,['VA' 'NJ'],['HOPEWELL' 'HUNTERDON'],[23860  8525]
HOPEWELL JUNCTION,2,NY,DUTCHESS,12533
HOPKINS,2,MN,HENNEPIN,55343
HOPKINSVILLE,5,KY,CHRISTIAN,42240
HOPKINTON,1,NH,MERRIMACK,3229
HORICON,2,WI,DODGE,53032
HORNELL,2,NY,STEUBEN,14843
HORSEHEADS,2,NY,CHEMUNG,14845
HORSHAM,5,PA,MONTGOMERY,19044
HORTENSE,1,GA,GLYNN,31543
HORTONVILLE,1,WI,OUTAGAMIE,54944
HOSCHTON,1,GA,HALL,30548
HOSKINS,1,NE,WAYNE,68740
HOT SPRINGS,8,['AR' 'SD'],['GARLAND' 'FALL RIVER'],[71913 71901 57747 71909]
HOUGHTON,1,NY,ALLEGANY,14744
HOULTON,2,ME,AROOSTOOK,4730
HOUMA,9,LA,TERREBONNE,[70364 70360]
HOUSATONIC,1,MA,BERKSHIRE,1236
HOUSTON,231,['TX' 'PA'],['HARRIS' 'FORT BEND' 'WASHINGTON'],"[77004 77026 77033 77057 77019 77253 77041 77024 77082 77069 77008 77063
 77080 77084 77015 77095 77075 77083 77094 77025 77036 77030 77047 77056
 77007 77096 77005 77091 77099 77067 77092 77087 77066 77044 77070 77079
 77018 77023 77088 77021 77006 77090 77059 77034 77077 77014 77043 77035
 77042 77002 77055 77081 77074 77098 77017 77027 77045 77062 77038 77089
 77076 77020 15342 77003 77071 77028 77048 77053 77037 77009 77058 77072
 77065 77039 77078]"
HOWARD,6,['PA' 'OH'],['CENTRE' 'KNOX'],[16841 43028]
HOWARD BEACH,2,NY,QUEENS,11414
HOWARD LAKE,1,MN,WRIGHT,55349
HOWARDS GROVE,1,WI,SHEBOYGAN,53083
HOWARDSTOWN,1,KY,NELSON,40051
HOWE,2,IN,LAGRANGE,46746
HOWELL,9,['NJ' 'MI'],['MONMOUTH' 'LIVINGSTON'],[ 7731 48843]
HOWELLS,1,NE,COLFAX,68641
HOYLETON,1,IL,WASHINGTON,62803
HUBBARD,2,OH,TRUMBULL,44425
HUBER HEIGHTS,3,OH,MONTGOMERY,45424
HUBERTUS,2,WI,WASHINGTON,53033
HUDSON,21,['OH' 'FL' 'MI' 'NH' 'NC' 'WI' 'MA'],"['SUMMIT' 'PASCO' 'LENAWEE' 'HILLSBOROUGH' 'CALDWELL' 'ST. CROIX'
 'MIDDLESEX']",[44236 34669 49247  3051 28638 54016  1749 34667]
HUDSON FALLS,2,NY,WASHINGTON,12839
HUDSONVILLE,5,MI,OTTAWA,49426
HUEYTOWN,1,AL,JEFFERSON,35023
HUGHSON,1,CA,STANISLAUS,95326
HUGO,1,OK,CHOCTAW,74743
HUGOTON,1,KS,STEVENS,67951
HULA,1,HI,MAUI,96970
HULL,6,['IA' 'GA'],['SIOUX' 'MADISON'],[51239 30646]
HUMBLE,8,TX,HARRIS,[77396 77346 77338 77365]
HUMBOLDT,2,['IL' 'IA'],['COLES' 'HUMBOLDT'],[61931 50548]
HUME,1,CA,FRESNO,93628
HUMPHREY,1,NE,PLATTE,68642
HUNKER,3,PA,WESTMORELAND,15639
HUNLOCK CREEK,1,PA,LUZERNE,18621
HUNT VALLEY,2,MD,BALTIMORE,21031
HUNTERSVILLE,5,NC,['CABARRUS' 'MECKLENBURG'],28078
HUNTERTOWN,1,IN,ALLEN,46748
HUNTINGDON,3,['PA' 'TN'],['HUNTINGDON' 'CARROLL'],[16652 38344]
HUNTINGDON VALLEY,4,PA,MONTGOMERY,19006
HUNTINGTON,9,['WV' 'IN' 'NY'],['CABELL' 'HUNTINGTON' 'SUFFOLK'],[25701 46750 11743 25704 25705]
HUNTINGTON BEACH,19,CA,ORANGE,[92647 92646 92649 92648]
HUNTINGTON PARK,3,CA,LOS ANGELES,90255
HUNTINGTON STATION,3,NY,SUFFOLK,[11747 11746]
HUNTINGTOWN,4,MD,CALVERT,20639
HUNTSBURG,5,OH,GEAUGA,44046
HUNTSVILLE,38,['UT' 'AL' 'TX'],['WEBER' 'MADISON' 'WALKER'],[84317 35806 35810 35801 35802 35896 35811 35816 77340 35899 35805 35803]
HURLEY,2,['NY' 'WI'],['ULSTER' 'IRON'],[12443 54534]
HURON,4,['OH' 'SD'],['ERIE' 'BEADLE'],[44839 57350]
HURRICANE,2,['UT' 'WV'],['WASHINGTON' 'PUTNAM'],[84737 25526]
HURST,2,TX,TARRANT,[76053 76054]
HURT,1,VA,PITTSYLVANIA,24563
HUSTIFORD,1,WI,DODGE,53034
HUTCHINSON,10,['KS' 'MN'],['RENO' 'MCLEOD'],[67501 67502 55350]
